Team,Finish,Wins,Ties,Losses,Goalsfor,Goalsagainst
Argentina,Runners up,4,0,1,18,9
Belgium,Group stage,0,0,2,0,4
Bolivia,Group stage,0,0,2,0,8
Brazil,Group stage,0,0,2,0,8
Chile,Group stage,2,0,1,5,3
France,Group stage,1,0,2,4,3
Mexico,Group stage,0,0,3,4,13
Paraguay,Group stage,1,0,1,1,3
Peru,Group stage,0,0,2,1,4
Romania,Group stage,1,0,1,3,5
Uruguay,Champions,4,0,0,15,3
USA,Semi-finals,2,0,1,7,6
Yugoslavia,Semi-finals,2,0,1,7,7
